Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
75,"System.ComponentModel.Composition.Hosting.ExportProvider.GetExports(string)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
76,"System.ComponentModel.Composition.Hosting.ExportProvider.GetExportsCore(string)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
77,"System.ComponentModel.Composition.Hosting.ExportProvider.GetExportsCore(class System.Type,class System.Type,string,valuetype System.ComponentModel.Composition.Primitives.ImportCardinality)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
78,"System.ComponentModel.Composition.Hosting.ExportProvider.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
79,"System.ComponentModel.Composition.Hosting.ExportProvider.TryGetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition,class System.Collections.Generic.IEnumerable`1<class System.ComponentModel.Composition.Primitives.Export>&)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
80,"System.ComponentModel.Composition.Hosting.CompositionContainer.GetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
81,"System.ComponentModel.Composition.Hosting.ExportProvider.TryGetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition,class System.Collections.Generic.IEnumerable`1<class System.ComponentModel.Composition.Primitives.Export>&)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
82,"System.ComponentModel.Composition.Hosting.AggregateExportProvider.GetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
83,"System.ComponentModel.Composition.Hosting.ExportProvider.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
84,"System.ComponentModel.Composition.Hosting.ExportProvider.TryGetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition,class System.Collections.Generic.IEnumerable`1<class System.ComponentModel.Composition.Primitives.Export>&)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
85,"System.ComponentModel.Composition.Hosting.CatalogExportProvider.GetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
86,"System.ComponentModel.Composition.Hosting.ExportProvider.TryGetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition,class System.Collections.Generic.IEnumerable`1<class System.ComponentModel.Composition.Primitives.Export>&)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
87,"System.ComponentModel.Composition.Hosting.CatalogExportProvider.InnerCatalogExportProvider.GetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
88,"System.ComponentModel.Composition.Hosting.CatalogExportProvider.InternalGetExportsCore(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.ComponentModel.Composition.Hosting.AtomicComposition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
89,"System.ComponentModel.Composition.Hosting.AggregateCatalog.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition)",7,0,"0,74","0,00","System.ComponentModel.Composition.ni.dll",
90,"System.ComponentModel.Composition.Hosting.AggregateCatalog.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition)",4,0,"0,42","0,00","System.ComponentModel.Composition.ni.dll",
91,"System.ComponentModel.Composition.Hosting.AssemblyCatalog.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition)",4,0,"0,42","0,00","System.ComponentModel.Composition.ni.dll",
92,"System.ComponentModel.Composition.Primitives.ComposablePartCatalog.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition)",4,0,"0,42","0,00","System.ComponentModel.Composition.ni.dll",
93,"System.ComponentModel.Composition.Hosting.TypeCatalog.GetCandidateParts(class System.ComponentModel.Composition.Primitives.ImportDefinition)",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
94,"System.ComponentModel.Composition.Hosting.TypeCatalog.GetCandidateParts(string)",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
95,"System.Lazy`1.get_Value()",3,0,"0,32","0,00","mscorlib.dll",
96,"System.Lazy`1.LazyInitValue()",3,0,"0,32","0,00","mscorlib.dll",
97,"System.Lazy`1.CreateValue()",3,0,"0,32","0,00","mscorlib.dll",
98,"System.ComponentModel.Composition.Hosting.TypeCatalog.CreateIndex()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
99,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePartDefinition.get_ExportDefinitions()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
100,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePartDefinition.get_ExportDefinitionsInternal()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
101,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.GetExports()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
102,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.DiscoverExportsAndImports()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
103,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.GetExportDefinitions()",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
104,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.<GetExportMembers>d__0.MoveNext()",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
105,"System.Reflection.RuntimePropertyInfo.IsDefined(class System.Type,bool)",1,0,"0,11","0,00","mscorlib.dll",
106,"System.Reflection.CustomAttribute.IsDefined(class System.Reflection.RuntimePropertyInfo,class System.RuntimeType)",1,0,"0,11","0,00","mscorlib.dll",
107,"System.Reflection.CustomAttribute.IsCustomAttributeDefined(class System.Reflection.RuntimeModule,int32,class System.RuntimeType,int32,bool)",1,0,"0,11","0,00","mscorlib.dll",
108,"System.Reflection.CustomAttributeData.GetCustomAttributeRecords(class System.Reflection.RuntimeModule,int32)",1,1,"0,11","0,11","mscorlib.dll",
103,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.GetImportDefinitions()",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
104,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.<GetImportMembers>d__18.MoveNext()",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
105,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.<GetDeclaredOnlyImportMembers>d__22.MoveNext()",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
106,"System.Reflection.RuntimePropertyInfo.IsDefined(class System.Type,bool)",1,0,"0,11","0,00","mscorlib.dll",
107,"System.Reflection.CustomAttribute.IsDefined(class System.Reflection.RuntimePropertyInfo,class System.RuntimeType)",1,0,"0,11","0,00","mscorlib.dll",
108,"System.Reflection.CustomAttribute.IsCustomAttributeDefined(class System.Reflection.RuntimeModule,int32,class System.RuntimeType,int32,bool)",1,0,"0,11","0,00","mscorlib.dll",
109,"System.Reflection.CustomAttributeData.GetCustomAttributeRecords(class System.Reflection.RuntimeModule,int32)",1,1,"0,11","0,11","mscorlib.dll",
101,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
102,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
103,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
104,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
105,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
106,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
107,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
108,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
109,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
110,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
93,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePartDefinition.TryGetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.Tuple`2<class System.ComponentModel.Composition.Primitives.ComposablePartDefinition,class System.ComponentModel.Composition.Primitives.ExportDefinition>&,class System.Collections.Generic.IEnumerable`1<class System.Tuple`2<class System.ComponentModel.Composition.Primitives.ComposablePartDefinition,class System.ComponentModel.Composition.Primitives.ExportDefinition>>&)",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
94,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePartDefinition.TryGetNonGenericExports(class System.ComponentModel.Composition.Primitives.ImportDefinition,class System.Tuple`2<class System.ComponentModel.Composition.Primitives.ComposablePartDefinition,class System.ComponentModel.Composition.Primitives.ExportDefinition>&,class System.Collections.Generic.IEnumerable`1<class System.Tuple`2<class System.ComponentModel.Composition.Primitives.ComposablePartDefinition,class System.ComponentModel.Composition.Primitives.ExportDefinition>>&)",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
95,"System.ComponentModel.Composition.Primitives.ContractBasedImportDefinition.IsConstraintSatisfiedBy(class System.ComponentModel.Composition.Primitives.ExportDefinition)",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
96,"System.ComponentModel.Composition.Primitives.ContractBasedImportDefinition.MatchRequiredMetadata(class System.ComponentModel.Composition.Primitives.ExportDefinition)",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
97,"System.ComponentModel.Composition.Primitives.ContractBasedImportDefinition.get_RequiredMetadata()",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
98,"System.ComponentModel.Composition.Primitives.ContractBasedImportDefinition.ValidateRequiredMetadata()",1,0,"0,11","0,00","System.ComponentModel.Composition.ni.dll",
99,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
100,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
101,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
102,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
103,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
104,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
105,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
106,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
107,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
108,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
109,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
110,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
111,"[clr.dll]",1,1,"0,11","0,11","clr.dll",
90,"System.ComponentModel.Composition.Hosting.AssemblyCatalog.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition)",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
91,"System.ComponentModel.Composition.Primitives.ComposablePartCatalog.GetExports(class System.ComponentModel.Composition.Primitives.ImportDefinition)",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
92,"System.ComponentModel.Composition.Hosting.TypeCatalog.GetCandidateParts(class System.ComponentModel.Composition.Primitives.ImportDefinition)",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
93,"System.ComponentModel.Composition.Hosting.TypeCatalog.GetCandidateParts(string)",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
94,"System.Lazy`1.get_Value()",3,0,"0,32","0,00","mscorlib.dll",
95,"System.Lazy`1.LazyInitValue()",3,0,"0,32","0,00","mscorlib.dll",
96,"System.Lazy`1.CreateValue()",3,0,"0,32","0,00","mscorlib.dll",
97,"System.ComponentModel.Composition.Hosting.TypeCatalog.CreateIndex()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
98,"System.ComponentModel.Composition.Hosting.TypeCatalog.get_PartsInternal()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
99,"System.ComponentModel.Composition.AttributedModel.AttributedModelDiscovery.CreatePartDefinitionIfDiscoverable(class System.Type,class System.ComponentModel.Composition.Primitives.ICompositionElement)",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
100,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.IsPartDiscoverable()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
101,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.HasExports()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
102,"System.Linq.Enumerable.Any(class System.Collections.Generic.IEnumerable`1<!!0>)",3,0,"0,32","0,00","System.Core.dll",
103,"System.ComponentModel.Composition.AttributedModel.AttributedPartCreationInfo.<GetExportMembers>d__0.MoveNext()",3,0,"0,32","0,00","System.ComponentModel.Composition.ni.dll",
104,"System.RuntimeType.GetMethods(valuetype System.Reflection.BindingFlags)",3,0,"0,32","0,00","mscorlib.dll",
105,"System.RuntimeType.GetMethodCandidates(string,valuetype System.Reflection.BindingFlags,valuetype System.Reflection.CallingConventions,class System.Type[],bool)",3,0,"0,32","0,00","mscorlib.dll",
106,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.GetMemberList(valuetype System.RuntimeType/MemberListType,string,valuetype System.RuntimeType/RuntimeTypeCache/CacheType)",3,0,"0,32","0,00","mscorlib.dll",
107,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.Populate(string,valuetype System.RuntimeType/MemberListType,valuetype System.RuntimeType/RuntimeTypeCache/CacheType)",3,0,"0,32","0,00","mscorlib.dll",
108,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.Insert(!0[]&,string,valuetype System.RuntimeType/MemberListType)",3,0,"0,32","0,00","mscorlib.dll",
109,"System.RuntimeType.RuntimeTypeCache.MemberInfoCache`1.MergeWithGlobalList(!0[])",3,1,"0,32","0,11","mscorlib.dll",
110,"System.Reflection.RuntimeMethodInfo.CacheEquals(object)",2,2,"0,21","0,21","mscorlib.dll",
75,"System.Lazy`1.get_Value()",2,0,"0,21","0,00","mscorlib.dll",
76,"System.Lazy`1.LazyInitValue()",2,0,"0,21","0,00","mscorlib.dll",
77,"System.Lazy`1.CreateValue()",2,0,"0,21","0,00","mscorlib.dll",
78,"System.ComponentModel.Composition.ExportServices.<>c__DisplayClassa`1.<CreateStronglyTypedLazyOfT>b__7()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
79,"System.ComponentModel.Composition.ExportServices.GetCastedExportedValue(class System.ComponentModel.Composition.Primitives.Export)",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
80,"System.ComponentModel.Composition.Primitives.Export.get_Value()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
81,"System.ComponentModel.Composition.Hosting.CatalogExportProvider.CatalogExport.GetExportedValueCore()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
82,"System.ComponentModel.Composition.Hosting.CatalogExportProvider.GetExportedValue(class System.ComponentModel.Composition.Hosting.CatalogExportProvider/CatalogPart,class System.ComponentModel.Composition.Primitives.ExportDefinition,bool)",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
83,"System.ComponentModel.Composition.Hosting.CompositionServices.GetExportedValueFromComposedPart(class System.ComponentModel.Composition.Hosting.ImportEngine,class System.ComponentModel.Composition.Primitives.ComposablePart,class System.ComponentModel.Composition.Primitives.ExportDefinition)",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
84,"System.ComponentModel.Composition.Hosting.ImportEngine.SatisfyImports(class System.ComponentModel.Composition.Primitives.ComposablePart)",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
85,"System.ComponentModel.Composition.Hosting.ImportEngine.TrySatisfyImports(class System.ComponentModel.Composition.Hosting.ImportEngine/PartManager,class System.ComponentModel.Composition.Primitives.ComposablePart,bool)",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
86,"System.ComponentModel.Composition.Hosting.ImportEngine.TrySatisfyImportsStateMachine(class System.ComponentModel.Composition.Hosting.ImportEngine/PartManager,class System.ComponentModel.Composition.Primitives.ComposablePart)",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
87,"System.ComponentModel.Composition.Hosting.ImportEngine.PartManager.TryOnComposed()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
88,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePart.Activate()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
89,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePart.NotifyImportSatisfied()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
90,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePart.GetInstanceActivatingIfNeeded()",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
91,"System.ComponentModel.Composition.ReflectionModel.ReflectionComposablePart.CreateInstance(class System.Reflection.ConstructorInfo,object[])",2,0,"0,21","0,00","System.ComponentModel.Composition.ni.dll",
92,"System.Reflection.RuntimeConstructorInfo.Invoke(valuetype System.Reflection.BindingFlags,class System.Reflection.Binder,object[],class System.Globalization.CultureInfo)",2,0,"0,21","0,00","mscorlib.dll",
93,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
94,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
95,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
96,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
97,"Bio.IO.AppliedBiosystems.Ab1Parser..ctor()",2,0,"0,21","0,00","Bio.dll",
98,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
99,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
100,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
101,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
102,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
103,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
104,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
105,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
106,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
107,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
108,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
109,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
110,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
111,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
112,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
113,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
114,"[clr.dll]",2,0,"0,21","0,00","clr.dll",
115,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
116,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
117,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
118,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
119,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
120,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
121,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
122,"[Unknown]",2,0,"0,21","0,00","[Unknown]",
123,"[Unknown]",1,0,"0,11","0,00","[Unknown]",
124,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
125,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
126,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
127,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
128,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
129,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
130,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
131,"Bio.Algorithms.MUMmer.MummerDnaAlphabet..cctor()",1,0,"0,11","0,00","Bio.dll",
132,"Bio.Algorithms.MUMmer.MummerDnaAlphabet..ctor()",1,0,"0,11","0,00","Bio.dll",
133,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
134,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
135,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
136,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
137,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
138,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
139,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
140,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
141,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
142,"Bio.AmbiguousDnaAlphabet..cctor()",1,0,"0,11","0,00","Bio.dll",
143,"Bio.AmbiguousDnaAlphabet..ctor()",1,0,"0,11","0,00","Bio.dll",
144,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
145,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
146,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
147,"[clr.dll]",1,0,"0,11","0,00","clr.dll",
